ID,year,source,era
Smike,,unknown,Unknown
Smiling_Knight,281.0,died,Late Targaryen
Snatch,,unknown,Unknown
Snowylocks,,unknown,Unknown
Softfoot,299.0,died,ASOIAF main
Sorcerer_lord,,unknown,Unknown
Soren_Shieldbreaker,,unknown,Unknown
Spare_Boot,,unknown,Unknown
The_Sparr,,unknown,Unknown
Spotted_Cat,,unknown,Unknown
Spotted_Pate,,unknown,Unknown
Spotted_Pate_of_Maidenpool,300.0,died,ASOIAF main
Squint,299.0,died,ASOIAF main
Squinter,,unknown,Unknown
Squire_Squishlips,303.0,born+30,ASOIAF main
Squirrel_(free_folk),300.0,died,ASOIAF main
Stableboy_at_King's_Landing,298.0,died,ASOIAF main
Lord_Stackhouse,,unknown,Unknown
Lord_Stackspear_(father_of_Alys),,unknown,Unknown
Stafford_Lannister,299.0,died,ASOIAF main
Stalwart_Shield,300.0,died,ASOIAF main
First_Ranger_Stane,,unknown,Unknown
Stannis_Baratheon,294.0,born+30,Robert's Reign
Stannis_Seaworth,319.0,born+30,Unknown
Stanton_Piper,130.0,died,Fire & Blood
Starved_man,,unknown,Unknown
Lady_Staunton,130.0,event:Dance of the Dragons,Fire & Blood
Lord_Staunton,129.0,died,Fire & Blood
Lord_Staunton_(father_of_Cassella),59.0,died,Fire & Blood
Steelskin,,unknown,Unknown
Steely_Pate,196.0,event:Blackfyre Rebellion,Fire & Blood
Steffar_Stammerer,,unknown,Unknown
Steffarion_Sparr,,unknown,Unknown
Steffon_Baratheon,278.0,died,Late Targaryen
Steffon_Connington,133.0,died,Fire & Blood
Steffon_Darklyn,129.0,died,Fire & Blood
Steffon_Fossoway,,unknown,Unknown
Steffon_Frey,310.0,born+30,Unknown
Steffon_Hollard,275.0,died,Late Targaryen
Steffon_Seaworth,323.0,born+30,Unknown
Steffon_Stackspear,,unknown,Unknown
Steffon_Sunderland,0.0,event:Aegon's Conquest,Pre-Conquest
Steffon_Swyft,,unknown,Unknown
Steffon_Varner,,unknown,Unknown
Stern_face,,unknown,Unknown
Stevron_Frey,299.0,died,ASOIAF main
Stiv,298.0,died,ASOIAF main
Lord_Stokeworth,130.0,died,Fire & Blood
Stone_Thumbs,299.0,died,ASOIAF main
Stonehand,,unknown,Unknown
The_Stonehouse,,unknown,Unknown
Stonesnake,283.0,born+30,Robert's Reign
Lady_Stonetree_(wife_of_Quellon_Greyjoy),,unknown,Unknown
Lord_Stonetree,,unknown,Unknown
Stormbreaker,,unknown,Unknown
Stygg,,unknown,Unknown
Styr,299.0,died,ASOIAF main
Sky_Blue_Su,,unknown,Unknown
Sumner_Crakehall,283.0,died,Robert's Reign
Lady_Sunderly_(wife_of_Quellon_Greyjoy),,unknown,Unknown
Lord_Sunderly,,unknown,Unknown
Lord_Sunglass,,unknown,Unknown
Sure_Spear,,unknown,Unknown
Surly_lad,65.0,born+30,Fire & Blood
Sunset_girl,,unknown,Unknown
Lord_Sweet,,unknown,Unknown
Sweets,,unknown,Unknown
Lord_Swyft,130.0,died,Fire & Blood
Sybassion,,unknown,Unknown
Sybell_Spicer,,unknown,Unknown
Sybelle_Glover,300.0,event:War of the Five Kings,ASOIAF main
Sylas_Flatnose,,unknown,Unknown
Sylas_the_Grim,133.0,died,Fire & Blood
Sylas_Sourmouth,294.0,died,Robert's Reign
Sylva_Santagar,306.0,born+30,ASOIAF main
Sylvenna_Sand,130.0,died,Fire & Blood
Sylwa_Paege,305.0,born+30,ASOIAF main
Symeon_Star-Eyes,,unknown,Unknown
Symon_Hollard,277.0,died,Late Targaryen
Symon_Santagar,,unknown,Unknown
Symon_Silver_Tongue,299.0,died,ASOIAF main
Symon_Stripeback,,unknown,Unknown
Symond_Botley,,unknown,Unknown
Symond_Crayne,,unknown,Unknown
Symond_Frey,300.0,died,ASOIAF main
Symond_Staunton,283.0,event:Robert's Rebellion,Robert's Reign
Symond_Templeton,,unknown,Unknown
Syrio_Forel,298.0,died,ASOIAF main
Taena_Merryweather,306.0,born+30,ASOIAF main
Tagganaro,,unknown,Unknown
Tal_Toraq,,unknown,Unknown
Talbert_Serry,300.0,died,ASOIAF main
Talea,,unknown,Unknown
Talla_Tarly,319.0,born+30,Unknown
Tallad,,unknown,Unknown
Tanda_Stokeworth,300.0,died,ASOIAF main
Tanselle,,unknown,Unknown
Tansy_(innkeep),,unknown,Unknown
Tansy_(orphan),300.0,event:War of the Five Kings,ASOIAF main
Tanton_Fossoway,300.0,event:War of the Five Kings,ASOIAF main
Last_Lord_Tarbeck,261.0,died,Late Targaryen
Lord_Tarbeck_(son_of_Alyn),59.0,died,Fire & Blood
Tarber,,unknown,Unknown
Targon,,unknown,Unknown
Tarle_the_Thrice-Drowned,,unknown,Unknown
Tarth_triplets,,unknown,Unknown
Tattered_Prince,268.0,born+30,Late Targaryen
Temmo,,unknown,Unknown
Teora_Hunter,,unknown,Unknown
Teora_Kyndall,209.0,died,Mid-Targaryen
Teora_Toland,,unknown,Unknown
Ternesio_Terys,,unknown,Unknown
Terrance_Lynderly,,unknown,Unknown
Terrence_Kenning,300.0,event:War of the Five Kings,ASOIAF main
Terrence_Toyne,178.0,died,Fire & Blood
Terrio_Erastes,,unknown,Unknown
Terro,,unknown,Unknown
Tess,133.0,died,Fire & Blood
Tessario,135.0,died,Fire & Blood
Thaddeus_Rowan,135.0,died,Fire & Blood
Theo_Bolling,47.0,died,Targaryen Conquest
Theo_Charlton,0.0,event:Aegon's Conquest,Pre-Conquest
Theo_Frey,,unknown,Unknown
Theo_Teague,,unknown,Unknown
Theo_Tyrell,,unknown,Unknown
Theo_Wull,283.0,died,Robert's Reign
Theobald,,unknown,Unknown
Theodan_Wells,,unknown,Unknown
Theodore_Tyrell,,unknown,Unknown
Theomar_Smallwood,,unknown,Unknown
Theomore,,unknown,Unknown
Theomore_Harlaw,,unknown,Unknown
Theomore_Manderly,129.0,died,Fire & Blood
Theon_Greyjoy,309.0,born+30,ASOIAF main
Theon_III_Greyjoy,,unknown,Unknown
Theon_Stark,,unknown,Unknown
Theron_Pyke,,unknown,Unknown
Therry,315.0,born+30,Unknown
Thistle,300.0,died,ASOIAF main
Thomas_the_Threadbare,,unknown,Unknown
Thomax,,unknown,Unknown
Thoren_Smallwood,299.0,died,ASOIAF main
Thormor_Ironmaker,,unknown,Unknown
Thoron_True,130.0,died,Fire & Blood
Thoros_of_Myr,283.0,event:Robert's Rebellion,Robert's Reign
Three_Toes,,unknown,Unknown
Three-Tooth,,unknown,Unknown
Thurgood,,unknown,Unknown
Thurgood_Fell,,unknown,Unknown
Tickler,300.0,died,ASOIAF main
Tigaro_Moraqos,,unknown,Unknown
Tim_Stone,,unknown,Unknown
Tim_Tangletongue,,unknown,Unknown
Timeon,300.0,died,ASOIAF main
Timett,312.0,born+30,Unknown
Timett_(father),,unknown,Unknown
Timon,,unknown,Unknown
Timoth,,unknown,Unknown
Timotty,,unknown,Unknown
Timotty_Snow,130.0,event:Dance of the Dragons,Fire & Blood
Tion_Frey,299.0,died,ASOIAF main
Tion_Lannister,236.0,died,Mid-Targaryen
Tion_Tarbeck,261.0,died,Late Targaryen
Titus_Peake,,unknown,Unknown
Titus_Peake_(son_of_Unwin),130.0,died,Fire & Blood
Tobbot,,unknown,Unknown
Tobho_Mott,,unknown,Unknown
Todder,,unknown,Unknown
Todric,299.0,died,ASOIAF main
Toefinger,,unknown,Unknown
Togarion_Bar_Emmon,,unknown,Unknown
Togg_Joth,,unknown,Unknown
Togosh,,unknown,Unknown
Tom_of_Sevenstreams,279.0,born+30,Late Targaryen
Spotted_Tom,,unknown,Unknown
Tom_the_Strummer,,unknown,Unknown
TomToo,,unknown,Unknown
Tom_Barleycorn,,unknown,Unknown
Tom_Codd,,unknown,Unknown
Tom_Costayne,,unknown,Unknown
Tom_Flowers,130.0,died,Fire & Blood
Tom_Tanglebeard,131.0,died,Fire & Blood
Tom_Tangletongue,131.0,died,Fire & Blood
Tom_Tidewood,,unknown,Unknown
Tom_Turnip,,unknown,Unknown
Toman,,unknown,Unknown
Tomard,298.0,died,ASOIAF main
Tomarro,,unknown,Unknown
Tommard_Heddle,212.0,died,Mid-Targaryen
Tommen_Baratheon,321.0,born+30,Unknown
Tommen_Costayne,,unknown,Unknown
Tommen_Costayne_(knight),,unknown,Unknown
Tommen_I_Lannister,,unknown,Unknown
Tommen_II_Lannister,,unknown,Unknown
Tommen_Tully,,unknown,Unknown
Topaz_Emperor,,unknown,Unknown
Torbert,,unknown,Unknown
Toregg,,unknown,Unknown
Torgen_Oakheart,,unknown,Unknown
Torghen_Flint,,unknown,Unknown
Torgold_Tollett,,unknown,Unknown
Torgon_the_Terrible,,unknown,Unknown
Torgon_Greyiron,,unknown,Unknown
Torman_Peake,,unknown,Unknown
Tormo_Fregar,,unknown,Unknown
Tormund,,unknown,Unknown
Toron_Greyjoy,157.0,born+30,Fire & Blood
Torrek,,unknown,Unknown
Torren_Liddle,,unknown,Unknown
Torrence_Teague,,unknown,Unknown
Torreo_Haen,135.0,died,Fire & Blood
Torrhen_Karstark,299.0,died,ASOIAF main
Torrhen_Manderly,141.0,born+30,Fire & Blood
Torrhen_Stark,49.0,died,Targaryen Conquest
Torrhen_Stark_(son_of_Edric),238.0,born+30,Mid-Targaryen
Torwold_Browntooth,,unknown,Unknown
Torwyn_Greyjoy,196.0,event:Blackfyre Rebellion,Fire & Blood
Torwynd,300.0,died,ASOIAF main
Tothmure,299.0,died,ASOIAF main
Tourmaline_Emperor,,unknown,Unknown
Trebor_Jordayne,,unknown,Unknown
Tregar,298.0,died,ASOIAF main
Tregar_Ormollen,,unknown,Unknown
Tremond_Gargalen,,unknown,Unknown
Trianna,,unknown,Unknown
Tristan_Mudd,,unknown,Unknown
Tristan_Rivers,,unknown,Unknown
Tristan_Ryger,,unknown,Unknown
Tristan_Vance,130.0,died,Fire & Blood
Tristifer_Botley,307.0,born+30,ASOIAF main
Tristifer_IV_Mudd,,unknown,Unknown
Tristifer_V_Mudd,,unknown,Unknown
Tristifer_Wayn,45.0,event:Faith Militant,Targaryen Conquest
Tristimun,,unknown,Unknown
Triston_of_Tally_Hill,,unknown,Unknown
Triston_Farwynd,,unknown,Unknown
Triston_Hightower,,unknown,Unknown
Triston_Massey,-2.0,died,Pre-Conquest
Triston_Sunderland,,unknown,Unknown
Black_Trombo,130.0,event:Dance of the Dragons,Fire & Blood
Trystane_Martell,317.0,born+30,Unknown
Trystane_Truefyre,130.0,died,Fire & Blood
Tuffleberry,299.0,died,ASOIAF main
Lord_Tully_(father_of_Hoster),273.0,died,Late Targaryen
Lord_Tully_(successor_of_Medgar),273.0,died,Late Targaryen
Tumberjon,,unknown,Unknown
Tumco_Lho,315.0,born+30,Unknown
Turnip,,unknown,Unknown
Turquin,,unknown,Unknown
Two_female_puppeteers,,unknown,Unknown
Two-headed_girl,,unknown,Unknown
Two_Swords_(sellsword),,unknown,Unknown
Ty,,unknown,Unknown
Tya_Lannister,,unknown,Unknown
Tyana_Wylde,299.0,died,ASOIAF main
Tyanna_of_the_Tower,48.0,died,Targaryen Conquest
Tybald,,unknown,Unknown
Tybero_Istarion,,unknown,Unknown
Tybolt_Crakehall,,unknown,Unknown
Tybolt_Hetherspoon,283.0,born+30,Robert's Reign
Tybolt_Lannister,212.0,died,Mid-Targaryen
Tybolt_Lannister_(king),,unknown,Unknown
Tycho_Nestoris,,unknown,Unknown
Tyene_Sand,306.0,born+30,ASOIAF main
Tygett_Lannister,285.0,died,Robert's Reign
Tyland_Lannister,133.0,died,Fire & Blood
Tyler_Hill,50.0,died,Fire & Blood
Tyler_Norcross,130.0,died,Fire & Blood
Tyler_Teague,-400.0,died,Pre-Conquest
Tymond_Lannister,129.0,died,Fire & Blood
Tymor,299.0,died,ASOIAF main
Tyrek_Lannister,299.0,died,ASOIAF main
Tyrion_Lannister,303.0,born+30,ASOIAF main
Tyrion_II_Lannister,,unknown,Unknown
Tyrion_III_Lannister,,unknown,Unknown
Tyrion_Tanner,330.0,born+30,Unknown
Tyroshi_sellsword,300.0,event:War of the Five Kings,ASOIAF main
Tysane_Frey,322.0,born+30,Unknown
Tysha,302.0,born+30,ASOIAF main
Tyshara_Lannister,151.0,born+30,Fire & Blood
Tyta_Frey,299.0,born+30,ASOIAF main
Tytos_Blackwood,300.0,born+30,ASOIAF main
Tytos_Brax,306.0,born+30,ASOIAF main
Tytos_Frey,299.0,died,ASOIAF main
Tytos_Lannister,267.0,died,Late Targaryen
Tytos_Lannister's_first_mistress,,unknown,Unknown
Tytos_Lannister's_second_mistress,,unknown,Unknown
Tywald_Lannister,233.0,died,Mid-Targaryen
Tywell_II_Lannister,,unknown,Unknown
Tywin_Frey,317.0,born+30,Unknown
Tywin_Frey_(son_of_Raymund),329.0,born+30,Unknown
Tywin_Lannister,300.0,died,ASOIAF main
Uhlan,,unknown,Unknown
Ulf,299.0,died,ASOIAF main
Ulf_the_Ill,299.0,died,ASOIAF main
Ulf_White,130.0,died,Fire & Blood
Uller,,unknown,Unknown
Lord_Uller_(husband_of_Nymeria),,unknown,Unknown
Ulmer,,unknown,Unknown
Ulrick_Dayne,,unknown,Unknown
Ulwyck_Uller,,unknown,Unknown
Umar,,unknown,Unknown
Umbert,,unknown,Unknown
Umfred,,unknown,Unknown
Umma,,unknown,Unknown
Ummet,131.0,died,Fire & Blood
Unella,,unknown,Unknown
Unwin_Peake,196.0,died,Fire & Blood
Urek_Ironmaker,,unknown,Unknown
Urho_the_Unwashed,,unknown,Unknown
Urragon_III_Greyiron,,unknown,Unknown
Urragon_IV_Greyiron,,unknown,Unknown
Urras_Greyiron,,unknown,Unknown
Urrathon_IV_Goodbrother,,unknown,Unknown
Urrathon_Night-Walker,,unknown,Unknown
Urrathon_Peake,,unknown,Unknown
Urreg,,unknown,Unknown
Urrigon_Greyjoy,283.0,died,Robert's Reign
Urrigon_Hightower,,unknown,Unknown
Urron_Greyiron,300.0,event:War of the Five Kings,ASOIAF main
Ursula_Upcliff,,unknown,Unknown
Urswyck,,unknown,Unknown
Urzen,,unknown,Unknown
Uther_Peake,,unknown,Unknown
Uther_Shett,315.0,born+30,Unknown
Uthero_Zalyne,,unknown,Unknown
Utherydes_Wayn,270.0,born+30,Late Targaryen
Uthor,300.0,died,ASOIAF main
Uthor_of_the_High_Tower,,unknown,Unknown
Uthor_Tollett,,unknown,Unknown
Uthor_Uller,,unknown,Unknown
Uthor_Underleaf,213.0,born+30,Mid-Targaryen
Utt,299.0,died,ASOIAF main
Vaegon_Targaryen,101.0,died,Fire & Blood
Vaella_Targaryen_(daughter_of_Aenys_I),39.0,died,Targaryen Conquest
Vaella_Targaryen_(daughter_of_Daeron),252.0,born+30,Late Targaryen
Vaellyn,,unknown,Unknown
Vaemond_Velaryon,126.0,died,Fire & Blood
Vaggoro,,unknown,Unknown
Lord_Vaith_(father_of_Cassella),,unknown,Unknown
Val,,unknown,Unknown
Valaena_Velaryon,-26.0,died,Pre-Conquest
Valarr_Targaryen,209.0,died,Mid-Targaryen
Valena_Toland,,unknown,Unknown
Valerion_Targaryen,78.0,died,Fire & Blood
Lord_Vance,298.0,died,ASOIAF main
Vanyon,,unknown,Unknown
Varamyr,300.0,died,ASOIAF main
Vardis_Egen,298.0,died,ASOIAF main
Vargo_Hoat,300.0,died,ASOIAF main
Varly,298.0,died,ASOIAF main
Varys,0.0,event:Aegon's Conquest,Pre-Conquest
Vayon_Poole,298.0,died,ASOIAF main
Veiled_Lady,,unknown,Unknown
Veron_Greyjoy,133.0,died,Fire & Blood
Vhalaso,,unknown,Unknown
Vickon_Botley,,unknown,Unknown
Vickon_Greyjoy,33.0,died,Targaryen Conquest
Victaria_Tyrell,309.0,born+30,ASOIAF main
Victarion_Greyjoy,299.0,born+30,ASOIAF main
Victarion_Greyjoy's_third_wife,297.0,died,Robert's Reign
Victor_the_Valiant,59.0,died,Fire & Blood
Victor_Risley,136.0,died,Fire & Blood
Victor_Tyrell,281.0,died,Late Targaryen
Victor_Velaryon,80.0,born+30,Fire & Blood
Violante,,unknown,Unknown
Violet,,unknown,Unknown
Visenya_Targaryen,44.0,died,Targaryen Conquest
Visenya_Targaryen_(daughter_of_Daemon),129.0,died,Fire & Blood
Viserra_Targaryen,87.0,died,Fire & Blood
Viserys_Plumm,212.0,died,Mid-Targaryen
Viserys_Targaryen,298.0,died,ASOIAF main
Viserys_I_Targaryen,129.0,died,Fire & Blood
Viserys_II_Targaryen,172.0,died,Fire & Blood
Viserys_Targaryen_(son_of_Aenys_I),44.0,died,Targaryen Conquest
Vogarro,268.0,died,Late Targaryen
Vorian_Dayne,,unknown,Unknown
Vorian_Vypren,,unknown,Unknown
Vortimer_Crane,,unknown,Unknown
Vulture_King_(Aenys_I),37.0,died,Targaryen Conquest
Vulture_King_(Jaehaerys_I),61.0,died,Fire & Blood
Vulture_King_(Aegon_II),130.0,event:Dance of the Dragons,Fire & Blood
Vulture_King_(Daeron_II),,unknown,Unknown
Vylarr,,unknown,Unknown
Vyman,,unknown,Unknown
Vyron,,unknown,Unknown
Lord_Vyrwel,196.0,event:Blackfyre Rebellion,Fire & Blood
Waif,293.0,born+30,Robert's Reign
Walda_Frey_(daughter_of_Edwyn),320.0,born+30,Unknown
Walda_Frey_(daughter_of_Lothar),324.0,born+30,Unknown
Walda_Frey_(daughter_of_Walton),310.0,born+30,Unknown
Walda_Frey_(daughter_of_Merrett),313.0,born+30,Unknown
Walda_Frey_(daughter_of_Rhaegar),318.0,born+30,Unknown
Walda_Rivers,,unknown,Unknown
Walda_Rivers_(daughter_of_Aemon),324.0,born+30,Unknown
Walder_Brax,323.0,born+30,Unknown
Walder_Frey_(son_of_Jammos),321.0,born+30,Unknown
Walder_Frey_(son_of_Ryman),310.0,born+30,Unknown
Walder_Frey_(son_of_Merrett),300.0,died,ASOIAF main
Walder_Frey_(son_of_Emmon),315.0,born+30,Unknown
Walder_Frey,238.0,born+30,Mid-Targaryen
Walder_Goodbrook,320.0,born+30,Unknown
Walder_Haigh,324.0,born+30,Unknown
Walder_Rivers,,unknown,Unknown
Walder_Stackspear,,unknown,Unknown
Walder_Vance,321.0,born+30,Unknown
Walder_of_Woodmere,,unknown,Unknown
Walderan_Tarbeck,261.0,died,Late Targaryen
Waldon_Wynch,,unknown,Unknown
Walgram,,unknown,Unknown
Walgrave,228.0,born+30,Mid-Targaryen
Wallace_Massey,,unknown,Unknown
Wallace_Waynwood,313.0,born+30,Unknown
Wallen,298.0,died,ASOIAF main
Walter_Brownhill,,unknown,Unknown
Walter_Whent,298.0,died,ASOIAF main
Walter_Wyl,37.0,died,Targaryen Conquest
Steelshanks_Walton,,unknown,Unknown
Walton_Frey,298.0,born+30,ASOIAF main
Walton_Stark,,unknown,Unknown
Walton_Stark_(son_of_Brandon),50.0,died,Fire & Blood
Walton_Towers,44.0,died,Targaryen Conquest
Waltyr_Frey,319.0,born+30,Unknown
Walys_Flowers,283.0,died,Robert's Reign
Walys_Mooton,130.0,died,Fire & Blood
Ward_of_Gyles_Rosby,,unknown,Unknown
Warg_King,,unknown,Unknown
Warren,298.0,died,ASOIAF main
Warrick_Manderly,0.0,event:Aegon's Conquest,Pre-Conquest
Warryn_Beesbury,,unknown,Unknown
Blue_Bard,,unknown,Unknown
Wat_(Night's_Watch),,unknown,Unknown
Wat_(orphan),300.0,event:War of the Five Kings,ASOIAF main
Wat_(sailor),,unknown,Unknown
Wat_(Standfast),,unknown,Unknown
Wat_Barleycorn,225.0,born+30,Mid-Targaryen
Wat_the_Hewer,42.0,died,Targaryen Conquest
Wat_the_Tanner,130.0,event:Dance of the Dragons,Fire & Blood
Wet_Wat,226.0,born+30,Mid-Targaryen
Whitesmile_Wat,,unknown,Unknown
Wate,,unknown,Unknown
Watkyn,,unknown,Unknown
Watt_of_Long_Lake,299.0,died,ASOIAF main
Watty_the_Miller,,unknown,Unknown
Waymar_Royce,297.0,died,Robert's Reign
Wayn_(guard),,unknown,Unknown
Weasel,326.0,born+30,Unknown
Webber,,unknown,Unknown
Weeper,,unknown,Unknown
Weese,299.0,died,ASOIAF main
Wenda,,unknown,Unknown
Wendamyr,,unknown,Unknown
Wendel_Frey,316.0,born+30,Unknown
Wendel_Manderly,299.0,died,ASOIAF main
Wendell_Webber,,unknown,Unknown
Wendello_Qar_Deeth,,unknown,Unknown
Wendeyne,,unknown,Unknown
Werlag,,unknown,Unknown
Wex_Pyke,316.0,born+30,Unknown
Whale_That_Walks,,unknown,Unknown
Whalen_Frey,297.0,born+30,Robert's Reign
Wick_Whittlestick,,unknown,Unknown
Widow_of_the_waterfront,,unknown,Unknown
Widower,,unknown,Unknown
Wilbert,298.0,died,ASOIAF main
Wilbert_Osgrey,,unknown,Unknown
Will,297.0,died,Robert's Reign
Treb,,unknown,Unknown
Will_(orphan),,unknown,Unknown
Will_(squire),222.0,born+30,Mid-Targaryen
Will_Bean,,unknown,Unknown
Fletcher_Will,300.0,event:War of the Five Kings,ASOIAF main
Hookface_Will,299.0,died,ASOIAF main
Will_the_Stork,299.0,died,ASOIAF main
Will_of_the_Woods,,unknown,Unknown
Will_Cole,130.0,event:Dance of the Dragons,Fire & Blood
Will_Humble,,unknown,Unknown
Will_Short,,unknown,Unknown
Willam,260.0,died,Late Targaryen
Willam_the_Wanderer,42.0,died,Targaryen Conquest
Willam_the_Wasp,56.0,died,Fire & Blood
Willam_Dustin,283.0,died,Robert's Reign
Willam_Foxglove,,unknown,Unknown
Willam_Royce,130.0,died,Fire & Blood
Willam_Stackspear,,unknown,Unknown
Willam_Stafford,,unknown,Unknown
Willam_Stark,226.0,died,Mid-Targaryen
Willam_Wells,300.0,died,ASOIAF main
Willam_Whistler,43.0,died,Targaryen Conquest
Willam_Wythers,,unknown,Unknown
Willamen_Frey,310.0,born+30,Unknown
Willas_Tyrell,306.0,born+30,ASOIAF main
Willem_Darry,290.0,died,Robert's Reign
Willem_Frey,319.0,born+30,Unknown
Willem_Lannister,299.0,died,ASOIAF main
Willem_Wylde,196.0,event:Blackfyre Rebellion,Fire & Blood
William_Mooton,300.0,event:War of the Five Kings,ASOIAF main
William_Tortoll,,unknown,Unknown
Willifer,,unknown,Unknown
Willis_Fell,133.0,died,Fire & Blood
Willis_Wode,,unknown,Unknown
Willit,,unknown,Unknown
Willow_(daughter_of_Aegon_IV),187.0,born+30,Fire & Blood
Willow_Pound-Stone,130.0,died,Fire & Blood
Willow_Witch-eye,300.0,died,ASOIAF main
Willow_Heddle,319.0,born+30,Unknown
Willum,,unknown,Unknown
Lord_Willum,300.0,event:War of the Five Kings,ASOIAF main
Wine_merchant,,unknown,Unknown
Wisewoman's_daughter,,unknown,Unknown
Wolmer,,unknown,Unknown
Woth,299.0,died,ASOIAF main
Wulfe,,unknown,Unknown
Wulfgar_Hoare,,unknown,Unknown
Wun_Weg_Wun_Dar_Wun,,unknown,Unknown
Wyl_(guard),298.0,died,ASOIAF main
Wyl_the_Whittler,300.0,event:War of the Five Kings,ASOIAF main
Wyl_Waynwood,196.0,died,Fire & Blood
Lord_Wyl_(conquest_of_Dorne),,unknown,Unknown
Wyl_of_Wyl,27.0,died,Targaryen Conquest
Wyland_Wyl,,unknown,Unknown
Wylis_Manderly,293.0,born+30,Robert's Reign
Wylla,,unknown,Unknown
Wylla_Fenn,152.0,died,Fire & Blood
Wylla_Manderly,314.0,born+30,Unknown
Wylla_of_Wyl,,unknown,Unknown
Wyllis,,unknown,Unknown
Wyman_Manderly,272.0,born+30,Late Targaryen
Wyman_Webber,209.0,died,Mid-Targaryen
Wynafrei_Whent,,unknown,Unknown
Wynafryd_Manderly,310.0,born+30,Unknown
Wynton_Stout,249.0,born+30,Mid-Targaryen
Xanda_Qo,,unknown,Unknown
Xandarro_Xhore,,unknown,Unknown
Xaro_Xhoan_Daxos,,unknown,Unknown
Xhobar_Qhoqua,,unknown,Unknown
Xhondo_Dhoru,,unknown,Unknown
Yandel,302.0,born+30,ASOIAF main
Yandry,,unknown,Unknown
Yezzan_zo_Qaggaz,300.0,died,ASOIAF main
Ygon_Farwynd,,unknown,Unknown
Ygon_Oldfather,,unknown,Unknown
Ygritte,299.0,died,ASOIAF main
Yna,,unknown,Unknown
Ynys_Yronwood,317.0,born+30,Unknown
Yohn_Farwynd,,unknown,Unknown
Yohn_Royce,300.0,event:War of the Five Kings,ASOIAF main
Yorbert_Royce,101.0,died,Fire & Blood
Yoren,299.0,died,ASOIAF main
Yoren_Yronwood,,unknown,Unknown
Yorick_V_Yronwood,,unknown,Unknown
Yorkel,,unknown,Unknown
Yorko_Terys,,unknown,Unknown
Yormwell,,unknown,Unknown
Yorrick,,unknown,Unknown
Yorwyck_VI_Royce,,unknown,Unknown
Yrma_Peake,,unknown,Unknown
Ysabel,,unknown,Unknown
Ysabel_Staunton,163.0,born+30,Fire & Blood
Ysilla,,unknown,Unknown
Ysilla_Royce,,unknown,Unknown
Yurkhaz_zo_Yunzak,300.0,died,ASOIAF main
Zachery_Frey,317.0,born+30,Unknown
Zahrina,,unknown,Unknown
Zarabelo,,unknown,Unknown
Zeggo,,unknown,Unknown
Zei,,unknown,Unknown
Zekko,,unknown,Unknown
Zhako,,unknown,Unknown
Zharaq_zo_Loraq,,unknown,Unknown
Zhea,,unknown,Unknown
Zhoe_Blanetree,,unknown,Unknown
Zia_Frey,315.0,born+30,Unknown
Zollo,,unknown,Unknown
