ID,born_raw,died_raw
Lord_Vyrwel,,
Waif,263 AC or 264 AC [1] Braavos [2],
Walda_Frey_(daughter_of_Edwyn),290 AC or 291 AC [1],
Walda_Frey_(daughter_of_Lothar),294 AC or 295 AC [1],
Walda_Frey_(daughter_of_Walton),280 AC or 281 AC [2],
Walda_Frey_(daughter_of_Merrett),283 AC or 284 AC [3] the Twins [4],
Walda_Frey_(daughter_of_Rhaegar),288 AC or 289 AC [1],
Walda_Rivers,,
Walda_Rivers_(daughter_of_Aemon),294 AC or 295 AC [1],
Walder_Brax,293 AC [1],
Walder_Frey_(son_of_Jammos),291 AC (age 9) [1] the Twins [2],
Walder_Frey_(son_of_Ryman),258 – 280 AC [1] the Twins [2],
Walder_Frey_(son_of_Merrett),291 AC [1] the Twins [2],300 AC (aged 9) [3] Winterfell
Walder_Frey_(son_of_Emmon),285 AC [2],
Walder_Frey,208 AC [5] the Twins [6],
Walder_Goodbrook,290 AC [1],
Walder_Haigh,294 AC or 295 AC [1],
Walder_Rivers,,
Walder_Stackspear,,
Walder_Vance,~ 263 – 291 AC [1],
Walder_of_Woodmere,,
Walderan_Tarbeck,184 AC [2],261 AC [1] near Tarbeck Hall [1]
Waldon_Wynch,,
Walgram,,
Walgrave,After 198 AC [1],
Wallace_Massey,,
Wallace_Waynwood,278 – 283 AC [2],
Wallen,,298 AC the wolfswood
Walter_Brownhill,,
Walter_Whent,,281 – 298 AC
Walter_Wyl,,or after 37 AC
Steelshanks_Walton,North [3],
Walton_Frey,~ 250 – 268 AC [1],
Walton_Stark,,
Walton_Stark_(son_of_Brandon),,50 AC [1] Haunted forest [1]
Walton_Towers,,44 AC
Waltyr_Frey,289 AC [2],
Walys_Flowers,,or before 283 AC
Walys_Mooton,,130 AC Rook's Rest
Ward_of_Gyles_Rosby,,
Warg_King,,Sea Dragon Point
Warren,,298 AC or 299 AC
Warrick_Manderly,,
Warryn_Beesbury,,
Blue_Bard,,
Wat_(Night's_Watch),,
Wat_(orphan),,
Wat_(sailor),,
Wat_(Standfast),,
Wat_Barleycorn,160 – 195 AC [1],
Wat_the_Hewer,,42 AC King's Landing [1] [2]
Wat_the_Tanner,,
Wet_Wat,~ 191 – 196 AC [1],
Whitesmile_Wat,,
Wate,,
Watkyn,,
Watt_of_Long_Lake,,late 299 AC or early 300 AC Bridge of Skulls
Watty_the_Miller,,
Waymar_Royce,278 AC or 279 AC [1] Runestone [2],"297 AC [1] the haunted forest , beyond the Wall"
Wayn_(guard),,
Weasel,296 AC or 297 AC [2],
Webber,Westeros,
Weeper,,
Weese,,299 AC Harrenhal
Wenda,,
Wendamyr,,
Wendel_Frey,286 AC [1],
Wendel_Manderly,252 – 264 AC [1] White Harbor [2],299 AC the Twins
Wendell_Webber,Reach [1],
Wendello_Qar_Deeth,,
Wendeyne,,
Werlag,,
Wex_Pyke,286 AC [1] Iron Islands [2],
Whale_That_Walks,,
Whalen_Frey,267 AC or 268 AC [1],
Wick_Whittlestick,Westeros [1],
Widow_of_the_waterfront,,
Widower,,
Wilbert,,298 AC
Wilbert_Osgrey,Reach [2],
Will,,"297 AC [1] haunted forest , beyond the Wall [1]"
Treb,,
Will_(orphan),,
Will_(squire),around 192 AC,
Will_Bean,,
Fletcher_Will,,Riverlands
Hookface_Will,,299 AC
Will_the_Stork,Westeros [1],299 AC Blackwater Rush
Will_of_the_Woods,Westeros,
Will_Cole,,
Will_Humble,,
Will_Short,,
Willam,,260 AC Stepstones
Willam_the_Wanderer,,42 AC King's Landing
Willam_the_Wasp,13 BC – 33 AC [1],56 AC the Velvet Hills of Andalos
Willam_Dustin,,"283 AC [2] the tower of joy , Dorne [2]"
Willam_Foxglove,,
Willam_Royce,,130 AC King's Landing
Willam_Stackspear,,
Willam_Stafford,,
Willam_Stark,185 – 211 AC [2],226 AC Long Lake
Willam_Wells,,300 AC the coast of the Disputed Lands [1]
Willam_Whistler,,43 AC Gods Eye
Willam_Wythers,,
Willamen_Frey,272 – 280 AC [1],
Willas_Tyrell,273 – 276 AC [1] Highgarden [2],
Willem_Darry,,"289 – 290 AC (roughly) [1] House with the red door , Braavos"
Willem_Frey,289 AC or 290 AC [1],
Willem_Lannister,285 – 287 AC [1] Westerlands [2],299 AC Riverrun
Willem_Wylde,,
William_Mooton,Maidenpool [2],
William_Tortoll,,
Willifer,,
Willis_Fell,,133 AC King's Landing [2]
Willis_Wode,Riverlands [2],
Willit,,
Willow_(daughter_of_Aegon_IV),157 AC [1] King's Landing,
Willow_Pound-Stone,,130 AC [1] Bitterbridge [1]
Willow_Witch-eye,,300 AC Winterfell
Willow_Heddle,289 AC or 290 AC [1] Riverlands [2],
Willum,,
Lord_Willum,,
Wine_merchant,,Dothraki sea
Wisewoman's_daughter,,
Wolmer,Coldmoat [1],
Woth,,299 AC Gods Eye
Wulfe,,
Wulfgar_Hoare,,
Wun_Weg_Wun_Dar_Wun,Beyond the Wall,
Wyl_(guard),,298 AC King's Landing
Wyl_the_Whittler,,Riverlands
Wyl_Waynwood,Ironoaks [2],196 AC [1] the Redgrass Field [1]
Lord_Wyl_(conquest_of_Dorne),,
Wyl_of_Wyl,,27 AC [1]
Wyland_Wyl,,
Wylis_Manderly,251 – 263 AC [2] White Harbor [3],
Wylla,,
Wylla_Fenn,~ 100 – 183 AC [1],In or after 152 AC [1]
Wylla_Manderly,284 AC or 285 AC [1] White Harbor [2],
Wylla_of_Wyl,,
Wyllis,,
Wyman_Manderly,239 – 242 AC [5] White Harbor [6],
Wyman_Webber,Coldmoat [1],209 AC [2] Coldmoat [1]
Wynafrei_Whent,,
Wynafryd_Manderly,280 AC or 281 AC [1] White Harbor [2],
Wynton_Stout,or before 219 AC [1],
Xanda_Qo,,
Xandarro_Xhore,,
Xaro_Xhoan_Daxos,Qarth [1],
Xhobar_Qhoqua,,
Xhondo_Dhoru,,
Yandel,272 AC [1],
Yandry,,
Yezzan_zo_Qaggaz,Yunkai [1],300 AC Outside Meereen
Ygon_Farwynd,,
Ygon_Oldfather,,
Ygritte,280 AC [1],299 AC Castle Black
Yna,,
Ynys_Yronwood,In or before 287 AC [1],
Yohn_Farwynd,,
Yohn_Royce,Vale of Arryn [4],
Yorbert_Royce,,"101 AC , 102 AC or 103 AC [3]"
Yoren,Westeros [1],299 AC Gods Eye
Yoren_Yronwood,,
Yorick_V_Yronwood,,
Yorkel,,
Yorko_Terys,,
Yormwell,,
Yorrick,,
Yorwyck_VI_Royce,,
Yrma_Peake,,
Ysabel,,
Ysabel_Staunton,103 – 133 AC [1],
Ysilla,,
Ysilla_Royce,,
Yurkhaz_zo_Yunzak,Yunkai [2],"300 AC Daznak's Pit , Meereen [3]"
Zachery_Frey,287 AC [1],
Zahrina,,
Zarabelo,,
Zeggo,,
Zei,,
Zekko,,
Zhako,,
Zharaq_zo_Loraq,,
Zhea,Plains of the Jogos Nhai,
Zhoe_Blanetree,,
Zia_Frey,285 AC [1],
Zollo,Dothraki Sea [1],
